CommonID,sorghum3,maize4,paspalum3,subgenome
gene7563,Sobic.004G037200,Zm00001d015234,Pavagv31020728m,maize1
gene7564,Sobic.004G037300,Zm00001d015239,Pavagv31020728m,maize1
gene7565,Sobic.004G037700,Zm00001d015242,Pavagv31020732m,maize1
gene7566,Sobic.004G037800,Zm00001d015243,Pavagv31020733m,maize1
gene7567,Sobic.004G038100,Zm00001d015245,Pavagv31020741m,maize1
gene7568,Sobic.004G038300,Zm00001d015239,Pavagv31020728m,maize1
gene7569,Sobic.004G038500,Zm00001d015246,Pavagv31020742m,maize1
gene7570,Sobic.004G039100,Zm00001d015247,Pavagv31020747m,maize1
gene7571,Sobic.004G039200,Zm00001d015248,Pavagv31020748m,maize1
gene7572,Sobic.004G039300,Zm00001d015249,Pavagv31020753m,maize1
gene7573,Sobic.004G039400,Zm00001d015251,Pavagv31020754m,maize1
gene7574,Sobic.004G039600,Zm00001d015259,Pavagv31020756m,maize1
gene7575,Sobic.004G039800,Zm00001d015246,Pavagv31020742m,maize1
gene7576,Sobic.004G039900,Zm00001d015260,Pavagv31020758m,maize1
gene7577,Sobic.004G040000,Zm00001d015265,Pavagv31020760m,maize1
gene7578,Sobic.004G040100,Zm00001d015268,Pavagv31020762m,maize1
gene7579,Sobic.004G040200,Zm00001d015269,Pavagv31020765m,maize1
gene7580,Sobic.004G040500,Zm00001d015272,Pavagv31020767m,maize1
gene7581,Sobic.004G040600,Zm00001d015274,Pavagv31020769m,maize1
gene7582,Sobic.004G040700,Zm00001d015275,Pavagv31020770m,maize1
gene7583,Sobic.004G041100,Zm00001d015277,Pavagv31020781m,maize1
gene7584,Sobic.004G041500,Zm00001d015279,Pavagv31020782m,maize1
gene7585,Sobic.004G041700,Zm00001d015282,Pavagv31020790m,maize1
gene7586,Sobic.004G041800,Zm00001d015284,Pavagv31020793m,maize1
gene7587,Sobic.004G042100,Zm00001d015289,Pavagv31020797m,maize1
gene7588,Sobic.004G042200,Zm00001d015290,Pavagv31020800m,maize1
gene7589,Sobic.004G042700,Zm00001d015292,Pavagv31020802m,maize1
gene7590,Sobic.004G042900,Zm00001d015293,Pavagv31020806m,maize1
gene7591,Sobic.004G044100,Zm00001d015297,Pavagv31020815m,maize1
gene7592,Sobic.004G044500,Zm00001d015298,Pavagv31020818m,maize1
gene7593,Sobic.004G044700,Zm00001d015298,Pavagv31020823m,maize1
gene7594,Sobic.004G044800,Zm00001d015298,Pavagv31020819m,maize1
gene7595,Sobic.004G047400,Zm00001d015306,Pavagv31050431m,maize1
gene7596,Sobic.004G047600,Zm00001d015307,Pavagv31050429m,maize1
gene7597,Sobic.004G047700,Zm00001d015308,Pavagv31050428m,maize1
gene7598,Sobic.004G047800,Zm00001d015309,Pavagv31050427m,maize1
gene7599,Sobic.004G047900,Zm00001d015310,Pavagv31050426m,maize1
gene7600,Sobic.004G048700,Zm00001d015313,Pavagv31020865m,maize1
gene7601,Sobic.004G048800,Zm00001d015314,Pavagv31020868m,maize1
gene7602,Sobic.004G049100,Zm00001d015319,Pavagv31020871m,maize1
gene7603,Sobic.004G049500,Zm00001d015325,Pavagv31020881m,maize1
gene7604,Sobic.004G049600,Zm00001d015326,Pavagv31020883m,maize1
gene7605,Sobic.004G049900,Zm00001d015327,Pavagv31020890m,maize1
gene7606,Sobic.004G050000,Zm00001d015327,Pavagv31020890m,maize1
gene7607,Sobic.004G050100,Zm00001d015327,Pavagv31020890m,maize1
gene7608,Sobic.004G050600,Zm00001d015334,Pavagv31020894m,maize1
gene7609,Sobic.004G050700,Zm00001d015331,Pavagv31020896m,maize1
gene7610,Sobic.004G051000,Zm00001d015331,Pavagv31020895m,maize1
gene7611,Sobic.004G051100,Zm00001d015330,Pavagv31020898m,maize1
gene7612,Sobic.004G052200,Zm00001d015338,Pavagv31020916m,maize1
gene7613,Sobic.004G052800,Zm00001d015342,Pavagv31020924m,maize1
gene7614,Sobic.004G052900,Zm00001d015344,Pavagv31020927m,maize1
gene7615,Sobic.004G053000,Zm00001d015345,Pavagv31020928m,maize1
gene7616,Sobic.004G053100,Zm00001d015346,Pavagv31020935m,maize1
gene7617,Sobic.004G053200,Zm00001d015347,Pavagv31020931m,maize1
gene7618,Sobic.004G053300,Zm00001d015348,Pavagv31020932m,maize1
gene7619,Sobic.004G053400,Zm00001d015354,Pavagv31020937m,maize1
gene7620,Sobic.004G053600,Zm00001d015355,Pavagv31020939m,maize1
gene7621,Sobic.004G053700,Zm00001d015356,Pavagv31020941m,maize1
gene7622,Sobic.004G054000,Zm00001d015361,Pavagv31020944m,maize1
gene7623,Sobic.004G054100,Zm00001d015362,Pavagv31020946m,maize1
gene7624,Sobic.004G054300,Zm00001d015364,Pavagv31020945m,maize1
gene7625,Sobic.004G054500,Zm00001d015366,Pavagv31020955m,maize1
gene7626,Sobic.004G054600,Zm00001d015366,Pavagv31020955m,maize1
gene7627,Sobic.004G054700,Zm00001d015367,Pavagv31020956m,maize1
gene7628,Sobic.004G055000,Zm00001d015374,Pavagv31020959m,maize1
gene7629,Sobic.004G055100,Zm00001d015375,Pavagv31020960m,maize1
gene7630,Sobic.004G055200,Zm00001d015376,Pavagv31020961m,maize1
gene7631,Sobic.004G055600,Zm00001d015377,Pavagv31020963m,maize1
gene7632,Sobic.004G055700,Zm00001d015378,Pavagv31020964m,maize1
gene7633,Sobic.004G055800,Zm00001d015379,Pavagv31020965m,maize1
gene7634,Sobic.004G056000,Zm00001d015381,Pavagv31020966m,maize1
gene7635,Sobic.004G056201,Zm00001d015382,Pavagv31020973m,maize1
gene7636,Sobic.004G056400,Zm00001d015383,Pavagv31020990m,maize1
gene7637,Sobic.004G057700,Zm00001d015394,Pavagv31021002m,maize1
gene7638,Sobic.004G057800,Zm00001d015395,Pavagv31021004m,maize1
gene7639,Sobic.004G058000,Zm00001d015397,Pavagv31021006m,maize1
gene7640,Sobic.004G058200,Zm00001d015399,Pavagv31021007m,maize1
gene7641,Sobic.004G058400,Zm00001d015400,Pavagv31021009m,maize1
gene7642,Sobic.004G058500,Zm00001d015401,Pavagv31021010m,maize1
gene7643,Sobic.004G058600,Zm00001d015406,Pavagv31021011m,maize1
gene7644,Sobic.004G058700,Zm00001d015407,Pavagv31021012m,maize1
gene7645,Sobic.004G058900,Zm00001d015410,Pavagv31021014m,maize1
gene7646,Sobic.004G059100,Zm00001d015412,Pavagv31021016m,maize1
gene7647,Sobic.004G059200,Zm00001d015414,Pavagv31021018m,maize1
gene7648,Sobic.004G059600,Zm00001d015420,Pavagv31021019m,maize1
gene7649,Sobic.004G059900,Zm00001d015421,Pavagv31021021m,maize1
gene7650,Sobic.004G060100,Zm00001d015426,Pavagv31021025m,maize1
gene7651,Sobic.004G060300,Zm00001d015429,Pavagv31021027m,maize1
gene7652,Sobic.004G060400,Zm00001d015430,Pavagv31021030m,maize1
gene7653,Sobic.004G060500,Zm00001d015431,Pavagv31021031m,maize1
gene7654,Sobic.004G060600,Zm00001d015433,Pavagv31021032m,maize1
gene7655,Sobic.004G060832,Zm00001d015434,Pavagv31021033m,maize1
gene7656,Sobic.004G060900,Zm00001d015435,Pavagv31021034m,maize1
gene7657,Sobic.004G061200,Zm00001d015440,Pavagv31021036m,maize1
gene7658,Sobic.004G061300,Zm00001d015442,Pavagv31021038m,maize1
gene7659,Sobic.004G061400,Zm00001d015446,Pavagv31021039m,maize1
gene7660,Sobic.004G061800,Zm00001d015449,Pavagv31021042m,maize1
gene7661,Sobic.004G061900,Zm00001d015450,Pavagv31021043m,maize1
gene7662,Sobic.004G062100,Zm00001d015451,Pavagv31021045m,maize1
gene7663,Sobic.004G062200,Zm00001d015457,Pavagv31021047m,maize1
gene7664,Sobic.004G062300,Zm00001d015461,Pavagv31021050m,maize1
gene7665,Sobic.004G062400,Zm00001d015460,Pavagv31021051m,maize1
gene7666,Sobic.004G062500,Zm00001d015459,Pavagv31021052m,maize1
gene7667,Sobic.004G063000,Zm00001d015463,Pavagv31021054m,maize1
gene7668,Sobic.004G063100,Zm00001d015464,Pavagv31021055m,maize1
gene7669,Sobic.004G063200,Zm00001d015468,Pavagv31021063m,maize1
gene7670,Sobic.004G063400,Zm00001d015470,Pavagv31021065m,maize1
gene7671,Sobic.004G063500,Zm00001d015473,Pavagv31021071m,maize1
gene7672,Sobic.004G063600,Zm00001d015474,Pavagv31021073m,maize1
gene7673,Sobic.004G063750,Zm00001d015475,Pavagv31021075m,maize1
gene7674,Sobic.004G063900,Zm00001d015476,Pavagv31021080m,maize1
gene7675,Sobic.004G064000,Zm00001d015477,Pavagv31021081m,maize1
gene7676,Sobic.004G064300,Zm00001d015484,Pavagv31021084m,maize1
gene7677,Sobic.004G064700,Zm00001d015485,Pavagv31021092m,maize1
gene7678,Sobic.004G064800,Zm00001d015491,Pavagv31021094m,maize1
gene7679,Sobic.004G065000,Zm00001d015493,Pavagv31021096m,maize1
gene7680,Sobic.004G065100,Zm00001d015499,Pavagv31021097m,maize1
gene7681,Sobic.004G065200,Zm00001d015504,Pavagv31021098m,maize1
gene7682,Sobic.004G065300,Zm00001d015505,Pavagv31021103m,maize1
gene7683,Sobic.004G065400,Zm00001d015508,Pavagv31021105m,maize1
gene7684,Sobic.004G065500,Zm00001d015509,Pavagv31021106m,maize1
gene7685,Sobic.004G065600,Zm00001d015513,Pavagv31021108m,maize1
gene7686,Sobic.004G065900,Zm00001d015515,Pavagv31021112m,maize1
gene7687,Sobic.004G066000,Zm00001d015517,Pavagv31021116m,maize1
gene7688,Sobic.004G066500,Zm00001d015520,Pavagv31021121m,maize1
gene7689,Sobic.004G066600,Zm00001d015521,Pavagv31021122m,maize1
gene7690,Sobic.004G066700,Zm00001d015525,Pavagv31021124m,maize1
gene7691,Sobic.004G066800,Zm00001d015526,Pavagv31021125m,maize1
gene7692,Sobic.004G066900,Zm00001d015527,Pavagv31021126m,maize1
gene7693,Sobic.004G067000,Zm00001d015546,Pavagv31021127m,maize1
gene7694,Sobic.004G067100,Zm00001d015549,Pavagv31021128m,maize1
gene7695,Sobic.004G067200,Zm00001d015550,Pavagv31021129m,maize1
gene7696,Sobic.004G067600,Zm00001d015550,Pavagv31021130m,maize1
gene7697,Sobic.004G067700,Zm00001d015566,Pavagv31021131m,maize1
gene7698,Sobic.004G067800,Zm00001d015560,Pavagv31021139m,maize1
gene7699,Sobic.004G067900,Zm00001d015559,Pavagv31021141m,maize1
gene7700,Sobic.004G068000,Zm00001d015558,Pavagv31021142m,maize1
gene7701,Sobic.004G068100,Zm00001d015557,Pavagv31021143m,maize1
gene7702,Sobic.004G068200,Zm00001d015568,Pavagv31021145m,maize1
gene7703,Sobic.004G068300,Zm00001d015569,Pavagv31021146m,maize1
gene7704,Sobic.004G068400,Zm00001d015570,Pavagv31021148m,maize1
gene7705,Sobic.004G068500,Zm00001d015571,Pavagv31021149m,maize1
gene7706,Sobic.004G068600,Zm00001d015578,Pavagv31021151m,maize1
gene7707,Sobic.004G068700,Zm00001d015579,Pavagv31021151m,maize1
gene7708,Sobic.004G068800,Zm00001d015579,Pavagv31021153m,maize1
gene7709,Sobic.004G068900,Zm00001d015579,Pavagv31021151m,maize1
gene7710,Sobic.004G069200,Zm00001d015581,Pavagv31021165m,maize1
gene7711,Sobic.004G069500,Zm00001d015586,Pavagv31021166m,maize1
gene7712,Sobic.004G069700,Zm00001d015592,Pavagv31021168m,maize1
gene7713,Sobic.004G069850,Zm00001d015599,Pavagv31021169m,maize1
gene7714,Sobic.004G070000,Zm00001d015599,Pavagv31021170m,maize1
gene7715,Sobic.004G070100,Zm00001d015600,Pavagv31021171m,maize1
gene7716,Sobic.004G070600,Zm00001d015609,Pavagv31021173m,maize1
gene7717,Sobic.004G070700,Zm00001d015612,Pavagv31021174m,maize1
gene7718,Sobic.004G070800,Zm00001d015613,Pavagv31021177m,maize1
gene7719,Sobic.004G070900,Zm00001d015614,Pavagv31021178m,maize1
gene7720,Sobic.004G071000,Zm00001d015618,Pavagv31021180m,maize1
gene7721,Sobic.004G071200,Zm00001d015623,Pavagv31021182m,maize1
gene7722,Sobic.004G071300,Zm00001d015637,Pavagv31021193m,maize1
gene7723,Sobic.004G071650,Zm00001d015626,Pavagv31021183m,maize1
gene7724,Sobic.004G071700,Zm00001d015627,Pavagv31021184m,maize1
gene7725,Sobic.004G072000,Zm00001d015628,Pavagv31021187m,maize1
gene7726,Sobic.004G072200,Zm00001d015635,Pavagv31021191m,maize1
gene7727,Sobic.004G072400,Zm00001d015636,Pavagv31021197m,maize1
gene7728,Sobic.004G072800,Zm00001d015635,Pavagv31021191m,maize1
gene7729,Sobic.004G072900,Zm00001d015637,Pavagv31021193m,maize1
gene7730,Sobic.004G073100,Zm00001d015639,Pavagv31021198m,maize1
gene7731,Sobic.004G073800,Zm00001d015649,Pavagv31021209m,maize1
gene7732,Sobic.004G074000,Zm00001d015651,Pavagv31021210m,maize1
gene7733,Sobic.004G074100,Zm00001d015654,Pavagv31021211m,maize1
gene7734,Sobic.004G074200,Zm00001d015656,Pavagv31021212m,maize1
gene7735,Sobic.004G074300,Zm00001d015657,Pavagv31021213m,maize1
gene7736,Sobic.004G074500,Zm00001d015658,Pavagv31021214m,maize1
gene7737,Sobic.004G074700,Zm00001d015664,Pavagv31021216m,maize1
gene7738,Sobic.004G074900,Zm00001d015665,Pavagv31021217m,maize1
gene7739,Sobic.004G075000,Zm00001d015670,Pavagv31021219m,maize1
gene7740,Sobic.004G076100,Zm00001d015884,Pavagv31021229m,maize1
gene7741,Sobic.004G076300,Zm00001d015867,Pavagv31021235m,maize1
gene7742,Sobic.004G076400,Zm00001d015868,Pavagv31021240m,maize1
gene7743,Sobic.004G076600,Zm00001d015868,Pavagv31021240m,maize1
gene7744,Sobic.004G076666,Zm00001d015868,Pavagv31021241m,maize1
gene7745,Sobic.004G076800,Zm00001d015867,Pavagv31021235m,maize1
gene7746,Sobic.004G077000,Zm00001d015865,Pavagv31021244m,maize1
gene7747,Sobic.004G077100,Zm00001d015863,Pavagv31021245m,maize1
gene7748,Sobic.004G077200,Zm00001d015862,Pavagv31021246m,maize1
gene7749,Sobic.004G077400,Zm00001d015861,Pavagv31021248m,maize1
gene7750,Sobic.004G078000,Zm00001d015856,Pavagv31021259m,maize1
gene7751,Sobic.004G078400,Zm00001d015853,Pavagv31021267m,maize1
gene7752,Sobic.004G078600,Zm00001d015852,Pavagv31021278m,maize1
gene7753,Sobic.004G078700,Zm00001d015851,Pavagv31021279m,maize1
gene7754,Sobic.004G078800,Zm00001d015845,Pavagv31021282m,maize1
gene7755,Sobic.004G078900,Zm00001d015844,Pavagv31021286m,maize1
gene7756,Sobic.004G079100,Zm00001d015842,Pavagv31021291m,maize1
gene7757,Sobic.004G079200,Zm00001d015839,Pavagv31021297m,maize1
gene7758,Sobic.004G079800,Zm00001d015837,Pavagv31021300m,maize1
gene7759,Sobic.004G079900,Zm00001d015829,Pavagv31021304m,maize1
gene7760,Sobic.004G080000,Zm00001d015825,Pavagv31021305m,maize1
gene7761,Sobic.004G080200,Zm00001d015816,Pavagv31021307m,maize1
gene7762,Sobic.004G080300,Zm00001d015815,Pavagv31021309m,maize1
gene7763,Sobic.004G080600,Zm00001d015810,Pavagv31021312m,maize1
gene7764,Sobic.004G081000,Zm00001d015806,Pavagv31021313m,maize1
gene7765,Sobic.004G081100,Zm00001d015804,Pavagv31021314m,maize1
gene7766,Sobic.004G081400,Zm00001d015802,Pavagv31021315m,maize1
gene7767,Sobic.004G081900,Zm00001d015798,Pavagv31021324m,maize1
gene7768,Sobic.004G082000,Zm00001d015796,Pavagv31021326m,maize1
gene7769,Sobic.004G082050,Zm00001d015795,Pavagv31021327m,maize1
gene7770,Sobic.004G082101,Zm00001d015795,Pavagv31021327m,maize1
gene7771,Sobic.004G082600,Zm00001d015791,Pavagv31021332m,maize1
gene7772,Sobic.004G082800,Zm00001d015789,Pavagv31021335m,maize1
gene7773,Sobic.004G082900,Zm00001d015788,Pavagv31021336m,maize1
gene7774,Sobic.004G083000,Zm00001d015785,Pavagv31021337m,maize1
gene7775,Sobic.004G083100,Zm00001d015783,Pavagv31021338m,maize1
gene7776,Sobic.004G083200,Zm00001d015780,Pavagv31021339m,maize1
gene7777,Sobic.004G083300,Zm00001d015778,Pavagv31021340m,maize1
gene7778,Sobic.004G083600,Zm00001d015777,Pavagv31021341m,maize1
gene7779,Sobic.004G083700,Zm00001d015776,Pavagv31021342m,maize1
gene7780,Sobic.004G083900,Zm00001d015772,Pavagv31021347m,maize1
gene7781,Sobic.004G084100,Zm00001d015767,Pavagv31021351m,maize1
gene7782,Sobic.004G084600,Zm00001d015759,Pavagv31021354m,maize1
gene7783,Sobic.004G084700,Zm00001d015758,Pavagv31021358m,maize1
gene7784,Sobic.004G085000,Zm00001d015754,Pavagv31021360m,maize1
gene7785,Sobic.004G085100,Zm00001d015746,Pavagv31021361m,maize1
gene7786,Sobic.004G085500,Zm00001d015744,Pavagv31021368m,maize1
gene7787,Sobic.004G085600,Zm00001d015743,Pavagv31021371m,maize1
gene7788,Sobic.004G085700,Zm00001d015742,Pavagv31021374m,maize1
gene7789,Sobic.004G086000,Zm00001d015737,Pavagv31021377m,maize1
gene7790,Sobic.004G086100,Zm00001d015741,Pavagv31021378m,maize1
gene7791,Sobic.004G086200,Zm00001d015729,Pavagv31021381m,maize1
gene7792,Sobic.004G086300,Zm00001d015724,Pavagv31021386m,maize1
gene7793,Sobic.004G086400,Zm00001d015721,Pavagv31021385m,maize1
gene7794,Sobic.004G086500,Zm00001d015715,Pavagv31021389m,maize1
gene7795,Sobic.004G086600,Zm00001d016439,Pavagv31021391m,maize1
gene7796,Sobic.004G086800,Zm00001d016438,Pavagv31021393m,maize1
gene7797,Sobic.004G087100,Zm00001d016417,Pavagv31021396m,maize1
gene7798,Sobic.004G087200,Zm00001d016431,Pavagv31021397m,maize1
gene7799,Sobic.004G087300,Zm00001d016431,Pavagv31021398m,maize1
gene7800,Sobic.004G087500,Zm00001d016411,Pavagv31021400m,maize1
gene7801,Sobic.004G087600,Zm00001d016410,Pavagv31021402m,maize1
gene7802,Sobic.004G087700,Zm00001d016409,Pavagv31021403m,maize1
gene7803,Sobic.004G087800,Zm00001d016409,Pavagv31021399m,maize1
gene7804,Sobic.004G088000,Zm00001d016408,Pavagv31021404m,maize1
gene7805,Sobic.004G088200,Zm00001d016407,Pavagv31021408m,maize1
gene7806,Sobic.004G088400,Zm00001d016406,Pavagv31021413m,maize1
gene7807,Sobic.004G088450,Zm00001d016402,Pavagv31021414m,maize1
gene7808,Sobic.004G088501,Zm00001d016402,Pavagv31021414m,maize1
gene7809,Sobic.004G088551,Zm00001d016401,Pavagv31021416m,maize1
gene7810,Sobic.004G089000,Zm00001d016397,Pavagv31021420m,maize1
gene7811,Sobic.004G089200,Zm00001d016396,Pavagv31021431m,maize1
gene7812,Sobic.004G089300,Zm00001d016395,Pavagv31021429m,maize1
gene7813,Sobic.004G089400,Zm00001d016395,Pavagv31021435m,maize1
gene7814,Sobic.004G091100,Zm00001d016382,Pavagv31021461m,maize1
gene7815,Sobic.004G091200,Zm00001d016381,Pavagv31021463m,maize1
gene7816,Sobic.004G092500,Zm00001d016378,Pavagv31021505m,maize1
gene7817,Sobic.004G092600,Zm00001d016374,Pavagv31021506m,maize1
gene7818,Sobic.004G092900,Zm00001d016373,Pavagv31021509m,maize1
gene7819,Sobic.004G093700,Zm00001d016364,Pavagv31021520m,maize1
gene7820,Sobic.004G093800,Zm00001d016363,Pavagv31021521m,maize1
gene7821,Sobic.004G094100,Zm00001d016361,Pavagv31021525m,maize1
gene7822,Sobic.004G094200,Zm00001d016358,Pavagv31021527m,maize1
gene7823,Sobic.004G094600,Zm00001d016354,Pavagv31021545m,maize1
gene7824,Sobic.004G095000,Zm00001d016351,Pavagv31021548m,maize1
gene7825,Sobic.004G095100,Zm00001d016351,Pavagv31021548m,maize1
gene7826,Sobic.004G095300,Zm00001d016349,Pavagv31021552m,maize1
gene7827,Sobic.004G095400,Zm00001d016347,Pavagv31021553m,maize1
gene7828,Sobic.004G096100,Zm00001d016342,Pavagv31021567m,maize1
gene7829,Sobic.004G096300,Zm00001d016332,Pavagv31021572m,maize1
gene7830,Sobic.004G096500,Zm00001d016326,Pavagv31021573m,maize1
gene7831,Sobic.004G096700,Zm00001d016311,Pavagv31021574m,maize1
gene7832,Sobic.004G096900,Zm00001d016308,Pavagv31021576m,maize1
gene7833,Sobic.004G097000,Zm00001d016307,Pavagv31021579m,maize1
gene7834,Sobic.004G097100,Zm00001d016306,Pavagv31021579m,maize1
gene7835,Sobic.004G097200,Zm00001d016305,Pavagv31021582m,maize1
gene7836,Sobic.004G097300,Zm00001d016301,Pavagv31021583m,maize1
gene7837,Sobic.004G097400,Zm00001d016299,Pavagv31021584m,maize1
gene7838,Sobic.004G097700,Zm00001d016298,Pavagv31021585m,maize1
gene7839,Sobic.004G097800,Zm00001d016294,Pavagv31021600m,maize1
gene7840,Sobic.004G098000,Zm00001d016286,Pavagv31021602m,maize1
gene7841,Sobic.004G098100,Zm00001d016287,Pavagv31021603m,maize1
gene7842,Sobic.004G098200,Zm00001d016281,Pavagv31021606m,maize1
gene7843,Sobic.004G098300,Zm00001d016281,Pavagv31021606m,maize1
gene7844,Sobic.004G099100,Zm00001d016271,Pavagv31021632m,maize1
gene7845,Sobic.004G099200,Zm00001d016273,Pavagv31021628m,maize1
gene7846,Sobic.004G099300,Zm00001d016274,Pavagv31021624m,maize1
gene7847,Sobic.004G099500,Zm00001d016276,Pavagv31051414m,maize1
gene7848,Sobic.004G099600,Zm00001d016277,Pavagv31051415m,maize1
gene7849,Sobic.004G099700,Zm00001d016285,Pavagv31051421m,maize1
gene7850,Sobic.004G100000,Zm00001d016269,Pavagv31021633m,maize1
gene7851,Sobic.004G100500,Zm00001d016262,Pavagv31021638m,maize1
gene7852,Sobic.004G100700,Zm00001d016260,Pavagv31021638m,maize1
gene7853,Sobic.004G101000,Zm00001d016257,Pavagv31021642m,maize1
gene7854,Sobic.004G101200,Zm00001d016256,Pavagv31021645m,maize1
gene7855,Sobic.004G101400,Zm00001d016255,Pavagv31021649m,maize1
gene7856,Sobic.004G101500,Zm00001d016254,Pavagv31021655m,maize1
gene7857,Sobic.004G101800,Zm00001d016253,Pavagv31021661m,maize1
gene7858,Sobic.004G101900,Zm00001d016248,Pavagv31021665m,maize1
gene7859,Sobic.004G102100,Zm00001d016242,Pavagv31021670m,maize1
gene7860,Sobic.004G102200,Zm00001d016237,Pavagv31021672m,maize1
gene7861,Sobic.004G102400,Zm00001d016234,Pavagv31021674m,maize1
gene7862,Sobic.004G102500,Zm00001d016231,Pavagv31021677m,maize1
gene7863,Sobic.004G102600,Zm00001d016231,Pavagv31021677m,maize1
gene7864,Sobic.004G102700,Zm00001d016231,Pavagv31021677m,maize1
gene7865,Sobic.004G102800,Zm00001d016230,Pavagv31021689m,maize1
gene7866,Sobic.004G102900,Zm00001d016228,Pavagv31021690m,maize1
gene7867,Sobic.004G103000,Zm00001d016225,Pavagv31021692m,maize1
gene7868,Sobic.004G103200,Zm00001d016223,Pavagv31021693m,maize1
gene7869,Sobic.004G103500,Zm00001d016216,Pavagv31021697m,maize1
gene7870,Sobic.004G103600,Zm00001d016207,Pavagv31021698m,maize1
gene7871,Sobic.004G103800,Zm00001d016200,Pavagv31021702m,maize1
gene7872,Sobic.004G103901,Zm00001d016199,Pavagv31021703m,maize1
gene7873,Sobic.004G104100,Zm00001d016200,Pavagv31021702m,maize1
gene7874,Sobic.004G104200,Zm00001d016199,Pavagv31021703m,maize1
gene7875,Sobic.004G104300,Zm00001d016200,Pavagv31021702m,maize1
gene7876,Sobic.004G104400,Zm00001d016199,Pavagv31021703m,maize1
gene7877,Sobic.004G104700,Zm00001d016198,Pavagv31021704m,maize1
gene7878,Sobic.004G104800,Zm00001d016197,Pavagv31021706m,maize1
gene7879,Sobic.004G104900,Zm00001d016188,Pavagv31021707m,maize1
gene7880,Sobic.004G105100,Zm00001d016185,Pavagv31021710m,maize1
gene7881,Sobic.004G105200,Zm00001d016182,Pavagv31021711m,maize1
gene7882,Sobic.004G105300,Zm00001d016185,Pavagv31021710m,maize1
gene7883,Sobic.004G105700,Zm00001d016177,Pavagv31021715m,maize1
gene7884,Sobic.004G105800,Zm00001d016177,Pavagv31021715m,maize1
gene7885,Sobic.004G106000,Zm00001d016179,Pavagv31021715m,maize1
gene7886,Sobic.004G106100,Zm00001d016177,Pavagv31021721m,maize1
gene7887,Sobic.004G106300,Zm00001d016175,Pavagv31021725m,maize1
gene7888,Sobic.004G106700,Zm00001d016170,Pavagv31021734m,maize1
gene7889,Sobic.004G106900,Zm00001d016166,Pavagv31021735m,maize1
gene7890,Sobic.004G107200,Zm00001d016165,Pavagv31021737m,maize1
gene7891,Sobic.004G107300,Zm00001d016164,Pavagv31021739m,maize1
gene7892,Sobic.004G107400,Zm00001d016163,Pavagv31021741m,maize1
gene7893,Sobic.004G107500,Zm00001d016160,Pavagv31021743m,maize1
gene7894,Sobic.004G107600,Zm00001d016158,Pavagv31021745m,maize1
gene7895,Sobic.004G107800,Zm00001d016155,Pavagv31021748m,maize1
gene7896,Sobic.004G107900,Zm00001d016154,Pavagv31021751m,maize1
gene7897,Sobic.004G108100,Zm00001d016152,Pavagv31021753m,maize1
gene7898,Sobic.004G108200,Zm00001d016151,Pavagv31021765m,maize1
gene7899,Sobic.004G108300,Zm00001d016149,Pavagv31021766m,maize1
